Adequate,Effective,Ineffective
-0.574,0.5957,-0.5845
0.613,1.862,-2.459
0.4585,1.184,-2.154
-0.619,0.915,-0.4043
-2.436,0.2705,2.088
-0.4841,0.8945,-0.7974
-1.441,0.8193,0.1387
-0.1702,1.107,-1.587
-0.01012,0.979,-1.283
-0.6074,0.925,-0.909
-1.927,0.575,1.123
-0.8955,-0.7026,2.174
-0.6606,0.626,-0.1769
-1.647,0.4631,0.7656
-0.12177,1.151,-1.521
-2.412,0.6655,1.444
-0.401,0.614,-0.892
-0.1659,1.042,-1.403
-1.814,0.4006,1.534
-0.03018,1.254,-1.623
-0.3914,0.9053,-1.157
-0.01582,1.377,-1.347
-0.04236,1.077,-1.464
0.437,0.848,-1.314
-3.74,0.239,3.693
0.1454,1.562,-2.035
-0.927,0.854,-0.388
-1.006,1.04,-0.338
0.4888,1.141,-2.21
-2.883,0.3105,2.412
0.6123,1.66,-2.707
0.3318,1.08,-1.983
-1.494,0.608,0.2913
-2.025,0.698,1.592
-2.475,0.5835,1.622
-0.425,0.857,-1.066
-3.47,-0.4407,3.934
-2.994,-0.0646,3.404
-0.3352,0.51,-0.68
-0.5234,0.3706,0.3066
-0.5728,1.047,-0.8843
-0.1233,0.658,-0.783
-1.395,1.006,0.2246
-1.438,0.9224,0.7256
-0.508,0.9727,-0.914
1.246,-0.3406,-0.457
-2.576,0.9043,1.503
-3.514,-0.1233,3.898
-0.289,0.9272,-1.078
-2.18,0.5977,1.71
-0.1354,0.649,-0.7275
1.964,-0.463,-0.979
-0.2324,1.089,-1.391
0.4138,1.621,-2.113
-1.501,0.637,0.8145
-0.52,1.379,-1.173
0.00283,1.017,-1.563
-0.01177,1.4795,-1.62
-1.761,0.8594,0.572
-0.2883,1.135,-1.133
-0.184,0.982,-1.324
0.2708,0.7837,-1.131
0.14,1.367,-1.58
-2.137,0.821,1.757
-0.3665,1.248,-1.278
-0.545,0.2686,0.698
-0.10657,1.374,-1.658
-0.72,0.691,0.4941
-3.627,0.1959,3.543
0.155,1.092,-1.636
-0.4834,1.776,-0.945
-1.404,0.3833,0.6807
-0.1539,0.804,-1.294
-2.963,0.6763,2.174
-1.542,0.9463,0.2328
1.092,2.068,-2.95
-0.2045,1.013,-1.107
0.738,1.466,-2.525
0.2598,1.099,-2.012
-1.101,0.54,0.3032
-0.571,1.082,-0.8535
-0.3853,1.017,-0.816
-3.238,-0.1927,3.775
-0.4778,1.599,-1.401
0.2035,1.168,-1.76
-0.2922,0.9253,-0.973
-0.5303,0.5083,-0.2844
-1.99,0.8667,0.904
-1.453,0.374,1.159
0.246,0.882,-1.828
-0.1664,1.354,-1.272
-0.8,1.123,-0.6562
-0.9155,0.971,-0.5913
-1.647,0.861,1.218
0.6978,1.092,-1.748
-1.82,0.661,1.041
-1.194,0.8306,0.415
-0.7876,1.133,-0.2427
0.123,1.25,-1.304
-2.078,0.5845,1.51
-3.3,0.498,2.791
-0.04355,0.9053,-1.553
0.00845,1.075,-1.723
-0.817,0.919,-0.7856
-0.8726,0.926,-0.56
-0.1676,0.8833,-1.467
-2.34,0.6094,1.387
-1.379,1.049,-0.1394
-0.2197,1.057,-1.221
-2.18,0.3599,1.593
-1.55,0.731,0.4377
0.376,1.15,-2.049
-0.2651,0.991,-1.389
-3.406,-1.059,4.684
-0.2025,0.637,-0.8716
-1.476,0.6523,0.748
-1.979,0.7397,0.883
-1.735,0.684,0.9824
-0.6177,0.6963,-0.1649
-0.5913,0.7773,-0.4136
-1.903,-0.07623,2.588
-2.533,0.9,1.541
-0.3591,1.267,-1.242
-1.274,1.089,-0.02374
-2.984,0.626,2.473
0.673,1.467,-2.113
-0.63,1.178,-0.06073
0.284,1.254,-1.914
-0.802,1.269,-0.698
0.8345,1.687,-2.754
-1.32,0.6265,0.743
0.3638,-0.07416,0.10004
-0.6187,0.983,-0.815
-0.2605,1.125,-1.402
-0.05246,1.02,-1.497
-1.469,0.528,0.595
-0.0625,1.048,-1.509
-0.6626,0.843,-0.653
-2.38,-0.1151,2.828
-0.647,0.9775,-0.8296
-0.5376,0.7773,-0.93
0.3635,1.168,-2.102
0.1917,1.1875,-1.864
-1.933,0.06726,1.824
0.3513,1.505,-2.055
-3.115,-0.0672,3.512
0.772,-0.3926,0.0652
-0.2566,1.023,-1.259
0.0746,1.379,-1.572
-0.2224,0.824,-1.326
-1.337,0.667,0.2263
0.265,1.071,-1.955
-1.9,-0.4373,2.814
-0.3293,0.9883,-1.228
-1.783,0.1956,1.557
-1.369,0.6475,0.4216
-1.261,0.8555,-0.00578
-0.2258,1.007,-1.4
0.1616,1.006,-1.779
0.02997,1.022,-1.586
-0.3303,0.86,-0.894
0.12317,1.072,-1.661
-0.457,0.9575,-1.126
-1.379,0.708,0.297
-0.7637,0.828,-0.738
-2.588,0.1641,2.29
-1.48,0.742,0.5103
-0.0685,0.9595,-1.501
-0.4844,1.008,-1.137
-0.1326,1.367,-1.512
-0.903,1.212,-0.4822
-0.042,0.8755,-0.951
-1.535,0.2864,1.739
-1.682,0.472,0.878
1.063,2.018,-2.88
-0.0682,1.065,-1.503
-0.11523,1.196,-1.396
-0.6235,1.261,-0.988
-0.7637,1.207,-0.05698
-0.3743,0.8213,-1.133
0.974,0.2705,-1.314
-2.824,-0.0781,3.168
-0.5605,0.739,-0.797
-0.3704,1.21,-1.256
-0.2059,1.199,-1.336
-2.822,0.2161,2.83
-0.926,1.3955,-0.796
-1.093,1.038,0.1974
-2.398,0.558,1.711
-1.467,0.921,0.4883
0.11945,1.026,-1.807
-0.1887,0.9546,-1.39
-2.018,0.5596,1.153
0.07526,0.979,-1.718
0.05664,1.084,-1.786
0.2277,0.963,-1.787
-3.201,-0.5913,4.227
-0.687,1.373,-0.9165
-0.88,1.183,-0.4612
-0.7236,0.6724,0.02373
0.372,1.207,-1.523
-0.2477,1.051,-1.355
-0.2722,1.324,-1.532
0.2554,0.4148,-0.975
-0.5396,0.9326,-0.984
-3.07,0.535,2.744
-0.3013,0.675,-0.4385
-1.088,1.2,-0.3193
-0.02916,0.641,-0.7417
0.02837,0.9585,-1.288
-0.3748,0.976,-1.015
-1.773,0.436,1.468
-2.072,0.816,1.525
0.1037,0.7017,-0.7417
0.3376,1.533,-2.105
-0.0586,1.033,-1.539
-0.0929,1.354,-1.63
0.02861,1.153,-1.736
-1.97,0.8037,1.645
-0.456,0.8765,-0.8545
-0.6035,0.902,-0.3364
-0.7534,1.275,-0.66
-3.645,0.3687,3.5
-2.574,0.7603,2.129
-0.8657,1.671,-0.873
-1.9375,0.757,0.958
1.197,0.988,-2.258
0.3323,1.713,-2.418
-2.2,0.5234,1.311
-2.719,0.178,2.498
-1.121,0.9146,-0.10626
-2.146,0.2479,2.393
-1.019,0.748,-0.1621
-0.763,0.707,-0.626
-2.41,0.2352,2.426
-0.639,0.81,-0.739
-0.1934,0.8853,-1.398
-0.398,1.053,-0.9424
-2.598,0.6704,1.762
-0.492,0.8643,-1.011
-0.506,0.8994,-1.041
0.13,0.9897,-1.622
-2.42,0.768,1.246
-1.891,0.4722,1.269
-0.1266,1.165,-1.415
0.289,1.48,-1.927
0.3987,1.215,-1.702
-2.06,0.987,1.091
-0.616,0.7354,-0.6187
0.3723,0.676,-1.362
-2.338,1.071,1.579
0.883,1.4,-2.266
-2.385,0.348,2.336
0.306,1.338,-1.722
0.0947,1.131,-1.848
-0.5854,0.8267,-0.4514
0.05756,0.968,-1.467
0.1652,0.3193,-0.449
-0.06573,1.272,-1.646
-0.1923,1.154,-1.127
0.337,1.395,-1.848
0.10205,0.8657,-1.364
-0.993,0.65,-0.323
-0.3376,0.9175,-1.163
0.02596,1.138,-1.266
-3.275,-0.339,3.955
0.565,1.545,-2.398
-1.585,0.9624,0.6304
0.3452,0.858,-1.657
0.4355,1.384,-2.326
-0.4292,1.203,-1.161
-0.101,1.052,-1.418
-0.501,1.212,-1.195
-0.85,0.805,-0.2856
-0.184,0.85,-1.394
-2.73,0.4146,2.139
0.1982,1.04,-1.495
-0.04156,0.3425,-0.535
0.4077,0.965,-1.708
-0.2439,1.03,-1.191
-1.762,1.014,0.675
-1.182,0.916,-0.0767
-0.1825,1.36,-1.298
-1.753,0.534,0.8843
0.05292,1.241,-1.704
-1.938,0.893,0.922
0.4094,0.9985,-1.33
-2.682,0.488,1.901
-2.688,0.4749,1.747
-3.596,0.3206,3.295
-0.524,1.198,-0.5356
-0.2622,0.9873,-1.108
-0.1547,1.116,-1.188
0.9233,1.763,-2.65
-0.03668,1.072,-1.18
-0.4192,1.051,-1.069
-0.1685,0.648,-0.8657
-0.9775,0.8906,-0.3262
-1.32,0.963,0.591
-0.2056,1.102,-1.401
0.1346,1.117,-1.689
-0.4932,1.415,-0.7793
-0.849,0.7334,-0.3796
-1.281,1.268,-0.10345
-1.911,1.333,0.772
-1.941,0.7456,1.359
-2.83,0.654,2.365
-1.109,0.7793,0.00813
-0.2211,0.343,-0.1835
-0.0724,1.54,-1.775
0.1335,1.241,-1.532
0.3782,1.514,-2.055
-2.422,0.681,1.56
-1.056,0.9897,-0.1654
-0.6943,1.1455,-0.942
-0.09656,1.177,-1.546
0.0837,1.15,-1.635
-0.4685,0.703,-0.692
-0.5796,0.8174,-0.8774
-2.654,-0.4548,3.62
0.0827,1.46,-1.591
-0.2512,1.464,-1.499
0.01171,1.2705,-1.604
-0.04526,1.359,-1.646
-0.2334,0.9795,-1.264
0.1809,1.098,-1.768
-2.684,-0.1635,3.086
-1.5,0.7495,0.2563
0.11487,-0.1207,0.2058
-3.127,0.4583,2.662
-0.3533,0.7705,-0.5337
-0.2764,0.808,-0.95
-1.883,0.9062,1.293
0.07715,1.241,-1.364
-1.266,0.5757,0.607
-0.7734,0.984,-0.563
-1.972,0.925,0.7515
0.0217,1.514,-1.539
-1.138,1.164,-0.1638
-1.964,0.999,0.752
-1.075,0.697,-0.1527
-0.5635,1.168,-0.4917
-0.331,0.906,-1.08
-3.27,0.509,2.988
0.2264,1.046,-1.382
-2.375,0.5156,1.795
-1.508,1.481,0.01625
0.7793,1.102,-1.535
-0.5405,0.8364,-1.015
-1.457,0.867,0.384
-0.621,1.157,-0.769
-0.624,1.142,-0.985
-2.621,0.6157,2.03
-0.0713,1.051,-1.385
-0.895,1.204,-0.7534
-1.368,0.63,0.868
-1.505,0.752,0.6816
-1.552,0.8115,0.2576
-0.3198,1.312,-1.053
-0.7017,1.028,-0.7495
-2.766,0.1846,2.963
-2.184,0.832,0.895
-0.05344,0.748,-1.455
0.0054,1.064,-1.131
-2.408,0.1514,2.021
0.3948,1.156,-1.344
-1.1,1.385,-0.303
-0.5547,1.3545,-1.016
-0.236,0.831,-1.038
-0.562,1.261,-1.082
0.0362,0.9688,-1.495
-0.3066,1.144,-1.159
-1.089,1.377,-0.2964
-0.704,0.9937,-0.6543
-3.164,-0.1696,3.666
-0.4705,0.741,-0.784
-0.6006,0.8857,-0.83
0.195,0.9297,-1.237
-0.4973,1.035,-0.889
-0.835,0.8735,-0.5664
-0.6167,0.8735,-0.89
0.3208,1.026,-1.76
0.3955,1.11,-1.42
0.472,0.842,-1.597
-2.227,0.6772,1.664
-1.979,0.96,1.37
-0.1029,0.8164,-1.496
-2.752,0.63,2.133
-0.8643,0.724,-0.3384
-0.1477,0.948,-1.351
-0.1318,0.8955,-1.443
-1.3545,0.7305,1.183
-2.775,0.533,2.037
-0.0704,0.978,-1.433
-0.171,0.911,-1.484
-0.0432,1.003,-1.474
-1.454,0.9707,0.682
-1.635,0.7363,0.8423
-0.08203,1.038,-1.624
-0.4236,0.89,-0.9834
-0.852,0.8315,0.0964
0.3992,0.4182,-0.574
-0.6914,0.8115,-0.409
-1.539,0.6006,0.713
0.7637,1.137,-1.989
-1.584,0.695,0.3372
-0.2664,1.073,-1.263
-0.7827,0.8066,-0.4543
-0.2198,0.9536,-1.392
-0.528,1.107,-0.8394
-1.7705,0.705,0.7905
-2.232,0.6445,1.236
0.1102,1.014,-1.486
-0.3826,0.874,-1.121
-0.886,0.794,-0.3884
-0.6304,0.989,-0.6934
-0.2451,1.06,-1.278
-2.324,0.2998,2.46
-0.183,0.97,-1.193
-3.48,-0.5703,4.47
-0.443,1.086,-1.263
-0.9077,0.398,0.01036
-0.001601,0.9834,-1.409
-0.1206,0.8276,-1.238
-0.2937,1.355,-1.567
-2.396,0.1643,2.373
0.12,1.193,-1.832
0.7964,0.997,-1.9795
1.259,1.532,-2.564
-1.508,0.731,0.3794
-0.3318,0.8584,-1.265
-0.1145,0.919,-1.282
-0.2185,0.9463,-1.276
0.4358,0.888,-1.821
-0.8833,0.481,0.459
-0.2094,0.8955,-1.362
0.3025,0.9624,-1.706
-0.3591,0.981,-1.04
-0.242,1.0625,-1.187
-2.797,0.4167,2.688
0.1965,1.189,-1.956
0.652,1.486,-2.441
0.1746,1.107,-1.822
-0.785,0.829,-0.582
-0.226,1.653,-1.102
-0.837,1.0205,-0.2603
-0.647,0.919,-0.8193
-3.887,0.2761,3.516
-1.446,0.7056,0.2382
-1.681,1.353,0.2483
-1.205,0.4595,0.664
-2.205,0.6396,1.622
-0.6274,1.033,-0.259
-2.113,0.963,1.306
-0.5806,0.9307,-0.4956
-1.586,0.9946,0.7407
-1.498,0.596,0.4858
-1.737,0.8105,1.328
-0.3135,0.4648,0.1197
-0.3513,0.8887,-1.122
0.467,1.021,-1.573
0.4211,1.221,-2.105
-0.4468,1.051,-1.02
-1.178,0.2439,0.598
-2.416,0.6665,1.584
-1.638,0.597,0.878
-0.02596,1.125,-1.711
0.593,1.544,-2.598
0.3496,1.155,-2.092
-1.117,0.6157,0.04904
-0.5522,1.117,-0.3748
0.1593,0.974,-1.638
-0.7754,1.375,-0.8047
-2.375,0.2585,2.234
-1.273,0.9473,0.692
-1.398,0.2281,1.073
-0.2722,0.9307,-1.218
-0.2222,1.372,-1.464
-0.4597,0.4973,0.04327
-0.302,1.123,-1.13
-0.8354,1.115,-0.267
-0.6123,1.066,-0.787
-0.3037,1.066,-1.104
-2.584,0.8643,1.952
-1.886,0.4458,1.118
-1.14,0.594,0.3025
-3.123,0.635,2.295
-3.176,0.557,2.691
0.1373,1.686,-1.733
-0.5522,1.01,-0.88
0.292,1.332,-2.006
-2.725,0.0654,2.49
-0.4683,1.22,-1.138
-2.928,0.1705,2.84
-2.287,1.05,1.389
-1.929,0.6255,1.664
-2.633,0.4785,1.825
-0.631,0.832,-0.7017
0.616,2.014,-2.703
-0.5186,0.762,-0.727
-0.09436,1.21,-1.39
-3.27,-0.12006,3.734
-0.1527,1.216,-1.479
0.811,1.913,-2.965
-1.5625,0.531,0.6694
-0.89,0.6953,0.05423
-0.0765,1.397,-1.599
-2.193,0.6157,1.342
-3.16,0.54,2.637
0.00635,1.04,-1.599
-0.03078,0.659,-1.102
-1.74,0.7417,1.325
-0.805,0.861,-0.4963
-0.006527,1.126,-1.626
-1.512,1.072,0.432
-1.827,0.666,0.7095
0.6694,1.006,-1.424
-0.09216,1.106,-1.419
1.587,0.0426,-1.011
-1.278,0.965,-0.12286
0.6313,0.5293,-1.384
-0.5645,0.8926,-0.1616
-0.619,0.786,-0.5967
-0.3623,1.014,-1.018
-2.674,0.5366,2.115
-0.3645,1.183,-0.988
-0.09204,1.056,-1.379
-0.0669,1.031,-1.591
-2.244,0.687,1.162
-0.488,1.041,-0.873
-0.283,1.041,-0.9478
-3.602,-0.3308,4.23
-0.3809,1.057,-1.171
-2.76,-0.2266,3.443
0.8,1.631,-2.582
0.1779,1.033,-1.417
-0.4963,1.047,-0.9014
-2.408,0.2896,1.959
-0.5186,0.901,-0.899
-0.2986,0.94,-1.208
0.349,1.463,-1.953
-1.607,0.6426,0.3594
-0.5044,0.717,-0.461
-0.1565,1.034,-1.498
-0.801,0.9243,-0.6865
-0.6636,0.8677,-0.6733
-0.4385,1.025,-1.147
0.2056,1.651,-1.866
0.1962,1.204,-1.597
-0.414,0.884,-0.8965
-2.473,0.554,1.7295
-2.426,0.548,1.46
-1.143,1.035,-0.1519
-0.02078,1.008,-0.646
-0.566,0.962,-0.831
-1.811,0.82,1.358
-0.564,1.017,-0.669
-0.3208,0.9365,-1.137
-2.234,0.3567,2.096
-3.229,-0.1146,3.545
-1.131,1.526,-0.59
-1.466,0.6953,0.4421
-0.1758,1.347,-1.486
-0.828,0.973,-0.5713
0.384,2.031,-2.295
-1.094,0.735,-0.2703
-0.3423,1.012,-1.305
0.8223,1.295,-1.785
-1.584,1.036,0.2312
-0.06696,0.877,-1.327
-0.05023,0.8735,-1.507
-0.762,0.9844,-0.8335
-2.627,0.5107,2.092
-0.0333,0.8916,-1.435
0.1519,0.9946,-1.824
-0.8022,0.9395,-0.61
-0.1394,1.079,-1.327
0.295,1.021,-1.7705
-1.195,0.6494,0.5215
-0.08746,1.186,-1.495
-1.69,0.6987,0.5283
-0.625,0.7246,-0.4753
-0.555,1.502,-1.178
-2.838,0.10034,3.123
-3.486,-0.247,3.947
-0.8213,1.143,-0.581
-0.945,1.151,-0.3308
0.1615,1.141,-1.802
-0.28,1.102,-1.286
-1.214,0.644,0.332
0.7383,0.6997,-1.085
-0.401,0.8975,-0.8594
-0.2622,0.8916,-1.134
-0.00455,1.277,-1.5625
-2.121,0.6113,1.325
-0.05093,1.246,-1.755
-0.2166,1.511,-1.312
0.12427,1.223,-1.819
1.134,1.486,-2.922
-3.387,-0.3774,3.97
-0.9453,0.5176,0.7954
-0.1421,1.089,-1.177
-0.8135,1.254,-0.643
-2.518,0.638,1.694
-2.443,0.597,2.227
-0.2252,0.522,-0.413
-0.3628,1.221,-1.181
-0.1573,0.9907,-1.448
0.03001,1.269,-1.777
-0.3188,1.11,-1.338
-0.758,0.9487,-0.4915
-1.451,0.8887,0.163
-1.558,0.734,0.4011
-1.267,0.9927,-0.1848
-1.277,0.682,0.842
-2.096,0.8916,1.029
-0.903,1.406,-0.4316
-1.721,0.65,0.7446
-0.388,0.9165,-1.006
-0.2644,0.942,-1.178
-0.4958,0.196,0.3945
-1.532,1.355,0.0952
-0.11194,1.136,-1.399
0.4768,1.38,-2.25
-2.701,0.02493,3.111
-0.01942,1.301,-1.43
0.6377,1.452,-2.293
0.004517,1.128,-1.565
-3.008,0.3318,2.871
-0.0659,0.9756,-1.601
-1.675,0.835,0.872
0.3462,0.828,-1.623
0.509,1.361,-2.277
-2.797,-0.02756,3.236
-2.717,0.5845,1.806
-0.1115,0.7495,-0.9463
-0.8193,0.611,0.0321
-1.665,0.7217,0.569
-2.121,0.5713,1.816
-1.434,0.5693,0.5728
-0.4556,0.7344,-0.783
-0.8633,0.976,-0.461
-1.841,0.5864,0.806
-0.0925,1.343,-1.551
-0.4443,1.087,-1.165
-2.484,0.4119,2.016
-2.768,0.4688,2.432
-0.777,0.962,-0.6094
-2.037,0.8096,1.0625
-0.831,0.6646,-0.03546
-1.387,1.022,-0.09094
-0.2224,0.9946,-1.11
-1.364,0.7163,0.0911
-0.3835,1.165,-0.7603
0.5522,0.816,-1.51
-0.2474,1.113,-1.44
-2.15,0.6626,1.307
-0.8667,1.026,-0.414
-3.059,-0.2905,3.64
-0.1738,0.9497,-1.013
-1.717,0.6094,0.742
-2.072,0.3865,1.828
0.01067,0.983,-1.323
-0.369,1.237,-1.401
-3.367,0.5425,2.697
-2.924,0.6846,2.516
-0.9155,0.6855,-0.2556
-0.03427,1.093,-1.518
-0.556,1.122,-1.032
0.2988,1.74,-2.059
-0.9775,0.4026,0.1137
-0.02832,1.153,-1.402
-0.605,1.057,-0.626
0.6494,0.1855,-0.8413
0.3853,1.073,-1.927
0.5215,0.548,-1.223
-0.8765,0.6245,0.5503
1.469,1.047,-2.271
-2.605,0.6187,1.789
-0.486,0.968,-0.8574
-0.5923,0.948,-0.7246
-1.0,1.218,-0.1077
-2.908,0.5786,2.133
-2.514,0.7305,1.539
-2.25,0.705,1.362
-3.135,0.03458,3.443
0.05582,1.282,-1.566
-0.5947,0.8115,-0.7007
0.02481,0.9204,-1.555
-0.571,0.6997,-0.811
-0.686,1.306,-0.702
-0.1439,1.084,-1.385
-0.01616,1.133,-1.565
-1.444,0.6484,0.4
-0.497,1.028,-0.9307
-0.4326,0.984,-1.139
-0.4011,0.9644,-0.985
-0.981,1.085,-0.42
-0.2615,0.74,-0.816
-0.5347,0.94,-0.8955
-2.332,0.6577,2.057
-1.203,0.7783,0.108
-0.2129,0.8955,-1.227
-0.9805,0.874,-0.355
0.02702,0.8916,-1.065
0.3433,1.306,-2.117
-0.9307,1.079,-0.5493
-2.61,0.3599,1.945
0.3013,1.162,-2.055
-0.638,1.1875,-0.619
0.0464,0.9194,-1.665
-1.098,0.486,0.6133
-0.3818,1.258,-1.364
-3.537,0.2952,3.432
-0.9424,0.986,-0.2446
-0.4988,0.9175,-1.01
0.00975,0.9717,-1.455
-0.6953,0.8975,-0.607
-0.534,1.392,-1.173
-0.866,0.9546,-0.579
-0.4685,0.5483,-0.2213
-1.114,0.9766,-0.0466
0.10925,1.08,-1.85
-1.271,1.307,0.0628
-1.264,0.7095,-0.01065
-0.7505,0.851,-0.5693
-2.127,0.359,1.395
-0.1097,1.009,-1.441
-1.045,0.8706,-0.2367
-0.8066,0.5054,0.1384
-0.4048,1.512,-1.001
-1.637,0.396,1.163
-0.01749,0.9224,-1.516
-1.491,0.12036,1.793
-1.692,0.672,0.5703
-0.7646,0.9727,-0.74
-1.642,0.4304,1.125
-0.3691,0.672,-0.699
-0.4456,0.9307,-1.058
0.01682,1.102,-1.65
-1.823,0.9463,0.531
-0.8096,0.8564,-0.113
0.2181,1.325,-1.788
-0.9424,1.204,-0.7373
-0.6924,0.5693,0.4773
-1.495,0.9116,0.2566
1.0625,-0.09503,-0.1401
-0.3616,1.056,-1.125
-3.416,0.4827,3.115
-0.9243,0.69,-0.1726
-0.2727,1.376,-0.785
0.07654,0.999,-1.267
-0.11664,0.955,-1.218
-1.896,1.05,1.142
0.3062,1.048,-1.39
-1.158,0.8076,0.2385
-0.9834,1.307,0.06433
-0.1863,1.059,-1.312
-1.618,0.1263,1.498
-2.97,0.2568,2.562
0.4785,2.002,-2.297
0.1011,0.748,-0.544
-0.891,1.05,-0.596
-0.6465,0.9736,-0.8687
0.4453,1.557,-2.166
-2.182,0.3484,1.98
0.337,1.193,-1.721
-0.4639,1.007,-0.695
-0.1932,0.956,-0.8457
-0.394,1.384,-0.7925
-0.2294,0.8984,-1.152
-3.14,0.2756,3.123
-0.656,1.087,-0.893
-0.7563,0.953,-0.7666
-0.3606,1.138,-1.313
-2.035,0.607,0.918
0.63,0.127,-0.6304
0.1876,0.8794,-1.377
-2.314,0.253,2.477
-0.3638,0.917,-1.131
0.1404,1.109,-1.405
-0.10425,1.009,-1.587
0.004665,0.964,-1.529
-3.027,0.391,2.934
-0.642,0.719,-0.587
-0.4478,0.4277,0.05228
-1.372,0.6953,0.1667
-1.123,0.854,-0.1594
-0.852,0.8374,-0.09875
-0.2986,0.5835,-0.6084
0.02711,1.121,-1.282
-0.806,0.738,-0.568
-0.668,0.8633,-0.799
0.253,1.235,-1.601
-2.93,0.6094,2.209
-1.363,0.807,0.07526
-0.5034,1.122,-0.9585
0.2864,0.9287,-1.669
0.8726,1.494,-2.438
-0.86,1.033,-0.7266
-2.924,-0.57,3.857
-0.53,0.9927,-0.846
-0.276,1.086,-1.31
-1.9795,0.4038,1.856
-0.4224,1.07,-1.265
-0.3467,1.031,-1.198
-1.087,0.7666,-0.0715
-0.5454,0.9683,-0.9897
0.01923,0.955,-1.647
-0.1023,1.112,-1.622
-1.17,0.7173,0.0713
0.662,0.323,-1.195
-0.361,0.7075,-0.6235
-0.4358,1.132,-1.203
-0.2281,1.324,-1.556
-2.926,0.3716,2.31
