Adequate,Effective,Ineffective
-0.25,0.8765,-0.8364
0.2708,1.2295,-1.693
-0.08545,1.201,-1.359
0.4785,0.962,-1.527
-1.859,0.3018,1.229
-0.0628,0.9824,-1.132
0.434,1.148,-1.672
-0.5156,1.07,-0.863
0.262,1.537,-1.985
-3.379,0.1984,2.355
0.4258,1.332,-2.021
1.242,1.7705,-3.332
0.5366,1.317,-2.057
-0.8447,0.8647,-0.3123
-0.66,1.806,-1.825
0.1819,1.781,-2.297
-0.1876,1.182,-1.291
-4.355,-0.1515,3.662
-1.661,0.613,0.5845
-1.406,1.373,-0.615
-1.517,0.9087,0.1592
-2.732,0.351,1.772
-0.9346,0.9385,-0.427
-3.002,0.635,1.592
-0.3105,1.099,-1.077
-1.974,0.933,0.4854
-1.6455,0.6616,0.5845
-3.08,0.2048,2.332
-0.4683,0.746,-0.456
-0.5435,0.839,-0.546
0.622,1.399,-2.162
0.6865,1.414,-2.318
0.339,1.432,-2.078
-1.577,0.3567,0.9614
-2.648,0.884,1.08
-1.383,0.626,0.4397
0.1096,1.216,-1.614
1.09,1.796,-3.127
0.7056,1.406,-2.312
-0.753,0.8447,-0.358
-1.364,0.6895,0.2208
0.4556,1.26,-1.895
-0.1809,1.729,-1.916
-3.293,0.1718,2.51
-2.33,0.582,1.435
-1.991,0.08923,1.574
0.02432,1.079,-1.357
0.3833,1.75,-2.533
-0.633,0.728,-0.2844
0.429,1.456,-2.154
-0.1367,1.293,-1.488
-0.6636,1.281,-1.027
-0.03967,1.348,-1.588
-2.777,0.813,1.223
-1.935,0.4087,1.159
-1.6,0.649,0.55
-3.34,0.3633,2.254
-3.266,0.2505,2.225
0.07556,1.587,-2.074
-0.2181,1.343,-1.4375
0.972,1.684,-2.98
-2.717,0.1552,2.03
0.2434,1.55,-2.146
-3.63,0.1827,2.73
-3.305,0.6724,1.828
-3.004,1.031,1.262
-2.814,0.554,1.664
-0.5493,0.9004,-0.622
1.082,2.54,-4.105
-0.1519,1.052,-1.114
0.615,1.522,-2.426
-4.73,-0.696,4.92
-0.2632,1.143,-1.22
1.367,2.146,-3.818
-1.899,0.5254,0.9824
-0.3535,1.023,-0.954
0.469,1.588,-2.363
-2.328,0.59,1.192
-3.951,0.02412,3.217
0.4421,1.406,-2.1
0.1115,0.851,-1.084
-2.533,0.3997,1.619
-0.7026,0.858,-0.453
0.3193,1.371,-1.947
-1.346,0.9766,-0.146
-1.623,0.5654,0.639
-0.1866,1.036,-1.204
0.5996,1.4375,-2.277
1.492,0.279,-1.364
-1.404,0.9766,-0.02917
0.8657,1.029,-1.846
-0.982,0.679,-0.0347
-0.423,1.03,-0.8755
0.1195,1.346,-1.737
-3.305,0.2285,2.383
-0.312,1.104,-1.189
-0.2625,0.993,-0.982
0.0578,1.133,-1.46
-1.888,0.7046,0.623
-0.1256,1.466,-1.646
-0.1059,1.396,-1.531
-4.895,-0.795,5.11
-0.2524,1.128,-1.139
-3.715,-0.4475,3.615
0.9624,1.798,-3.102
0.788,1.694,-2.697
0.07733,1.494,-1.89
-2.826,0.1433,2.1
-0.3281,0.996,-0.947
-0.1864,1.028,-1.118
0.4368,1.409,-2.197
-1.818,0.4941,0.9233
0.00232,1.125,-1.295
0.2246,1.202,-1.642
-0.634,0.9775,-0.6465
-0.2241,1.166,-1.177
-0.2031,1.056,-1.14
0.3342,1.474,-2.26
0.3452,1.425,-2.023
0.5347,1.494,-2.26
-2.238,0.4175,1.252
-2.473,0.372,1.564
-0.1128,1.377,-1.622
0.4712,1.445,-2.104
-0.6846,0.8745,-0.513
-3.406,0.02986,2.707
-0.503,1.122,-0.8726
-0.1995,1.133,-1.196
-3.047,0.05438,2.416
-4.473,-0.359,4.117
-0.665,1.898,-1.781
-1.349,0.8765,0.0488
0.1375,1.621,-2.104
-0.2137,1.119,-1.25
0.398,2.271,-3.25
-1.113,0.6675,0.1203
-0.2432,1.011,-1.071
1.064,1.553,-2.664
-1.857,0.6978,0.6123
-0.1964,0.87,-0.837
0.08307,0.9736,-1.246
-0.6865,0.964,-0.628
-3.312,0.2766,2.344
0.1699,1.081,-1.433
0.3145,1.063,-1.577
-0.8735,0.8184,-0.2593
-0.3594,1.068,-0.9946
0.446,1.122,-1.73
-1.322,0.573,0.4683
0.233,1.331,-1.8
-1.751,0.65,0.685
-0.2737,1.1875,-1.155
-0.8506,1.281,-0.9766
-3.889,-0.12256,3.375
-4.3,-0.4863,4.14
-0.2128,1.467,-1.588
-0.4946,1.362,-1.274
0.6567,1.5205,-2.404
0.1555,1.204,-1.637
-1.005,0.9746,-0.2583
1.087,1.253,-2.336
-0.11755,1.238,-1.376
0.3918,1.226,-1.852
0.3518,1.581,-2.2
-1.85,0.682,0.6064
0.2812,1.346,-1.932
0.03192,1.688,-2.2
0.6724,1.43,-2.324
1.002,1.458,-2.756
-4.57,-0.7397,4.797
-2.389,-0.1172,2.104
-0.5464,1.185,-0.923
-0.3335,1.491,-1.609
-2.844,0.435,1.655
-4.117,-0.2798,3.602
-0.8853,0.644,0.1653
0.1714,1.52,-2.03
0.2368,1.259,-1.725
0.2522,1.409,-1.898
-0.0806,1.23,-1.445
-0.6133,1.01,-0.6904
-1.373,0.8125,0.1183
-1.837,0.536,0.8975
-1.357,0.876,0.007935
-2.613,0.508,1.524
-2.256,0.73,0.8784
-1.6,1.113,-0.01758
-1.058,0.9556,-0.2798
-0.1727,1.148,-1.229
-0.05627,1.15,-1.318
-1.268,0.3464,0.757
-1.436,1.645,-0.843
-0.3245,1.551,-1.515
0.8604,1.543,-2.676
-3.943,-0.327,3.809
0.1354,1.678,-2.145
0.6694,1.73,-2.732
0.1179,1.261,-1.646
-3.812,-0.1228,3.11
0.03967,1.046,-1.323
-1.344,0.86,-0.01929
0.592,0.911,-1.6045
0.42,1.426,-2.154
-4.008,-0.2917,3.773
-2.352,0.703,1.033
-0.2063,1.043,-1.009
-0.9243,0.849,-0.189
-1.504,0.7344,0.2803
-3.834,-0.0573,3.186
-1.009,0.9287,-0.2344
-0.2493,1.032,-1.016
-0.489,1.198,-0.9956
-1.577,0.6357,0.4773
0.2788,1.496,-2.062
-0.648,1.16,-0.8276
-3.387,0.02069,2.762
-3.52,-0.02377,2.633
-0.806,0.8887,-0.4453
-2.031,0.9097,0.548
-0.4885,0.9717,-0.737
-0.9746,1.195,-0.622
-0.224,1.2295,-1.242
-1.502,0.6772,0.434
-0.4646,1.454,-1.281
0.859,0.9834,-1.893
0.1786,1.234,-1.695
-2.21,0.596,1.117
-0.966,0.898,-0.307
-3.732,-0.05066,3.217
0.2422,1.595,-2.146
-1.676,0.6914,0.558
-1.959,0.7974,0.718
-0.1941,1.436,-1.442
-0.8237,1.027,-0.586
-3.656,0.5635,2.3
-3.6,0.4045,2.219
-0.9375,0.618,0.01671
-0.2006,1.206,-1.317
-0.655,1.111,-0.802
0.614,2.066,-3.031
-1.1875,0.4922,0.5083
0.00935,1.32,-1.6455
-0.464,1.131,-0.868
1.069,0.6396,-1.549
0.3682,1.078,-1.668
0.395,0.792,-1.187
-2.125,0.619,1.069
1.639,1.462,-3.086
-2.408,0.693,1.17
-0.07007,1.147,-1.388
-0.3042,1.004,-1.025
-1.518,1.073,-0.0961
-3.428,0.3357,2.469
-2.625,0.7637,1.216
-2.213,0.4526,1.234
-4.48,-0.3372,4.105
0.2173,1.393,-1.913
-0.539,1.0,-0.7764
0.2993,1.146,-1.615
-0.5596,0.732,-0.3792
-0.1908,1.594,-1.879
0.4482,1.521,-2.223
0.3933,1.4,-2.066
-1.354,0.733,0.2424
-0.2097,1.2705,-1.392
-0.222,1.104,-1.17
0.2136,1.374,-1.875
-0.8096,1.082,-0.6777
0.004555,1.072,-1.274
-0.01846,1.3125,-1.567
-3.307,0.2935,2.184
-1.229,0.8223,0.00963
-0.0893,1.113,-1.237
-0.326,1.102,-1.092
0.1592,0.9883,-1.34
0.5103,1.368,-2.104
-0.7163,1.25,-0.9854
-2.504,0.2644,1.721
0.575,1.34,-2.14
-0.0872,1.221,-1.518
0.0913,0.994,-1.294
-1.26,0.651,0.2476
-0.1805,1.371,-1.575
-4.598,-0.2333,3.965
-1.148,0.745,0.08264
-0.131,1.032,-1.144
0.4263,1.284,-1.897
-0.7793,1.116,-0.6577
0.0219,1.93,-2.291
-0.8765,0.9663,-0.4417
-0.03647,0.8174,-0.8936
-0.4397,1.318,-1.316
0.3496,1.253,-1.826
-1.504,1.206,-0.3538
-1.237,0.7456,0.1256
-0.8984,0.682,-0.08826
-2.31,0.2001,1.659
0.2249,1.232,-1.678
-0.863,0.7183,-0.1948
-1.118,0.53,0.338
-0.2827,1.829,-2.03
-1.982,0.1663,1.55
0.0467,1.004,-1.271
-2.574,-0.4834,2.887
-1.61,0.5312,0.6396
-0.6484,1.029,-0.709
-2.324,0.1642,1.871
-0.722,0.7134,-0.185
-0.4868,0.9736,-0.776
-0.00711,1.035,-1.27
-2.203,0.7,0.9517
-1.514,0.9453,0.12427
1.277,2.012,-3.521
-0.4756,1.386,-1.375
-1.641,0.3647,0.9487
-1.284,1.135,-0.2617
0.27,0.2245,-0.1768
-0.6255,0.979,-0.7153
-3.795,0.2384,2.725
-0.825,0.7935,-0.1941
-0.815,1.328,-1.0
0.3733,1.384,-1.959
0.134,1.422,-1.81
-2.574,0.7437,1.143
0.12,1.277,-1.59
-1.162,1.3,-0.5806
-1.4795,0.9946,-0.0945
-0.1445,1.197,-1.336
-2.924,-0.01607,2.588
-3.04,0.1577,2.26
0.3418,2.244,-3.143
-1.561,0.4744,0.7764
-0.391,1.372,-1.406
-0.2434,1.257,-1.348
0.8765,1.652,-2.81
-2.46,0.2012,1.692
0.775,1.34,-2.318
0.3428,1.725,-2.412
-0.3943,0.8784,-0.8203
-0.4004,1.346,-1.384
0.4402,1.261,-1.926
-4.508,-0.2117,3.848
-0.4329,1.066,-0.962
-0.4517,1.118,-0.9624
-0.1819,1.138,-1.239
-2.154,0.421,1.249
0.4922,0.369,-0.641
0.4858,1.307,-1.9
-3.584,-0.4985,3.688
-0.4746,0.856,-0.6714
0.3108,1.175,-1.738
-0.1112,0.981,-1.088
0.2603,1.186,-1.633
-4.12,-0.03192,3.244
-0.609,0.7646,-0.3704
-0.7646,0.341,0.3918
-1.375,0.67,0.3555
-0.87,1.004,-0.4683
-1.032,0.83,-0.11487
-0.3096,0.745,-0.5835
0.02548,1.546,-1.822
-0.829,0.816,-0.2793
-0.689,0.9224,-0.5254
0.4055,1.302,-2.084
-3.246,0.3743,2.184
-1.101,0.969,-0.3171
-0.1588,1.269,-1.401
0.659,1.127,-1.878
0.853,1.619,-2.684
-0.662,0.9546,-0.647
-4.42,-0.934,4.906
-0.3057,1.115,-1.128
0.08923,1.262,-1.606
-3.508,-0.322,3.408
-0.2947,1.076,-1.067
0.1504,1.359,-1.774
-1.467,0.644,0.454
-0.3884,1.195,-1.107
0.332,1.098,-1.616
0.1024,1.225,-1.562
-1.876,0.614,0.87
0.8364,0.572,-1.319
-0.4502,0.778,-0.4912
-0.01756,1.303,-1.631
-0.0724,1.506,-1.772
-3.559,0.1752,2.732
-1.134,0.7725,-0.007782
-0.3066,0.8315,-0.77
-3.361,-0.5884,3.736
-1.485,1.023,-0.0328
-0.903,0.9155,-0.4045
-0.04047,0.529,-0.5366
-2.732,0.3022,1.928
0.3667,1.632,-2.354
