Adequate,Effective,Ineffective
0.08966,1.341,-1.798
-1.212,0.978,-0.2188
-0.01408,0.989,-1.238
1.06,1.698,-3.06
-2.814,0.513,1.497
-0.05258,1.202,-1.421
0.0967,1.113,-1.454
-0.815,0.7754,-0.263
-3.75,0.1306,2.73
-1.217,0.9937,-0.3462
0.6626,0.316,-0.5513
0.568,1.224,-1.984
-1.068,0.89,-0.1996
-1.748,0.4946,0.9673
-0.7197,1.026,-0.6484
-0.3806,1.194,-1.208
-0.8203,0.6367,-0.08466
1.0,2.664,-4.293
-0.1345,0.812,-0.926
-1.85,0.9653,0.392
0.2086,0.972,-1.386
-0.2198,1.0205,-1.143
-0.00876,0.963,-1.203
-0.673,0.826,-0.4805
-0.418,0.929,-0.8594
-0.2832,0.9023,-0.878
0.0516,0.947,-1.235
-0.3801,1.006,-0.965
-1.705,0.528,0.7334
-0.1054,1.296,-1.54
-3.75,-0.2168,3.43
0.5557,1.458,-2.299
-0.3086,0.9443,-0.911
-1.258,0.8413,-0.047
0.1333,1.1875,-1.603
-1.231,0.815,0.0143
-1.838,0.2427,1.192
-0.01318,1.334,-1.648
-1.32,0.5645,0.3613
-0.1586,0.9814,-1.032
-3.584,-0.7236,3.861
-0.6772,0.597,-0.1653
0.5054,2.002,-3.092
0.614,1.317,-2.209
-0.3738,0.9565,-0.8813
-3.15,0.2214,2.385
-0.822,0.647,-0.11566
-1.641,0.667,0.536
-0.0001534,1.27,-1.586
0.4768,1.356,-2.08
-0.837,0.8125,-0.3792
-2.201,0.598,1.161
0.7446,-0.985,1.007
-0.942,0.6235,0.08594
-1.9375,0.4238,1.067
0.04822,1.153,-1.52
-2.566,0.4954,1.431
-0.812,0.5327,0.02652
-0.1544,1.023,-1.16
-2.717,0.06155,2.15
0.01005,1.516,-1.859
-0.2908,0.959,-0.9663
-0.446,1.198,-1.208
-0.02597,1.032,-1.309
-0.1864,1.098,-1.1045
-4.52,-0.2844,3.986
0.33,1.888,-2.693
-0.561,1.104,-0.8945
-1.139,0.8115,-0.0774
0.6055,1.294,-2.168
-3.535,0.0549,2.94
0.7383,1.814,-2.973
0.08295,1.029,-1.389
-1.67,0.6514,0.5776
-2.98,0.2157,2.072
-2.707,0.3376,1.776
-0.3997,0.907,-0.793
-4.44,-0.5586,4.48
-4.91,-0.573,4.742
-0.575,0.637,-0.2283
-1.204,0.2712,0.8066
-0.5103,1.047,-0.877
-1.075,0.854,0.00591
-1.509,0.864,0.1746
-2.424,0.2935,1.793
-0.3088,1.008,-1.002
0.4885,0.03546,-0.10474
-2.48,0.893,0.882
-4.74,-0.8774,5.16
-0.4907,1.165,-1.023
-2.633,0.2428,1.801
-0.3066,0.7026,-0.513
3.219,0.3774,-2.908
0.1798,1.331,-1.839
0.828,2.012,-3.3
-2.36,0.688,1.12
0.1724,1.656,-2.242
0.2316,1.21,-1.703
-0.1636,1.652,-1.9
-2.14,0.6733,0.9395
0.02287,1.457,-1.836
-0.03113,1.099,-1.383
-0.11237,0.87,-0.8564
-0.2058,1.325,-1.465
-3.66,0.568,2.172
0.6597,1.67,-2.688
-0.2705,0.9634,-0.9146
0.5806,1.613,-2.596
-1.4,0.542,0.601
-4.383,-0.2642,3.66
0.2761,1.214,-1.784
-0.1687,2.217,-2.775
-1.611,0.463,0.801
-0.1249,0.8574,-1.006
-3.08,0.5825,1.671
-1.794,0.886,0.3193
0.929,2.562,-4.055
0.1902,1.329,-1.823
1.114,1.726,-3.178
0.617,1.293,-2.137
-1.577,0.605,0.5703
-0.2876,1.547,-1.72
-0.3274,1.156,-1.146
-4.867,-0.919,5.17
-0.02426,2.059,-2.498
0.8027,1.454,-2.525
-0.298,0.968,-0.979
-0.6396,0.6953,-0.2374
-1.91,0.8335,0.501
-1.754,0.7017,0.704
0.286,0.9717,-1.455
-0.257,1.289,-1.436
-0.3054,1.297,-1.412
-0.7583,1.071,-0.699
-1.583,1.018,-0.0762
-0.5884,0.931,-0.5586
-1.606,0.9404,0.1301
-1.397,0.599,0.348
-0.3843,1.162,-1.253
0.3164,1.253,-1.867
-2.56,0.2815,1.678
-3.691,0.357,2.424
0.0779,0.9526,-1.2705
0.5586,1.359,-2.205
-0.7373,0.806,-0.4556
-0.8516,0.9707,-0.5283
-0.05646,0.8994,-1.085
-2.617,0.655,1.242
-0.9717,1.237,-0.7417
-0.3955,0.906,-0.8203
-2.527,0.2299,1.845
-1.963,0.727,0.6997
0.4954,1.188,-1.929
-0.581,0.8706,-0.628
-3.389,-1.764,5.527
-0.06082,0.889,-1.014
-2.115,0.3477,1.431
-1.813,0.635,0.6904
-2.094,0.5845,0.9546
-0.3506,1.222,-1.174
-0.4993,1.278,-1.142
-2.482,-0.01581,2.035
-1.814,1.285,-0.0962
0.1989,1.571,-2.162
-1.068,1.023,-0.479
-3.352,0.952,1.46
1.055,1.873,-3.205
-1.467,0.896,0.003393
0.658,1.438,-2.428
-0.4749,1.334,-1.256
1.17,2.219,-3.816
-2.178,0.4893,1.22
-0.7354,0.5327,0.3657
-0.74,0.962,-0.58
0.006218,1.257,-1.615
-0.0807,1.095,-1.307
-1.615,0.6504,0.561
0.1602,1.368,-1.801
-0.4702,0.8794,-0.6626
-3.637,-0.412,3.725
-0.525,1.147,-0.981
-0.505,0.7974,-0.593
0.447,1.363,-2.072
0.3613,1.255,-1.975
-2.3,0.1215,1.862
0.4893,1.924,-2.818
-4.4,-0.1768,3.654
0.0764,-0.3943,0.6978
-0.2556,1.0625,-1.172
0.2325,1.335,-1.964
-0.2166,0.7983,-0.839
-1.783,0.6055,0.712
0.4358,1.373,-2.098
-4.457,-1.22,5.496
-0.4185,0.9497,-0.858
-2.525,-0.2607,2.547
-1.983,0.544,1.064
-1.472,0.7285,0.2954
-0.2032,1.04,-1.177
0.264,1.07,-1.584
-0.2279,1.142,-1.2
0.07263,1.15,-1.452
-0.0839,1.004,-1.154
-0.4604,0.9307,-0.7812
-1.285,0.9214,-0.0716
-0.9717,0.7085,-0.1221
-3.115,-0.12103,2.771
-0.989,0.941,-0.2842
0.2104,1.103,-1.574
-0.181,1.142,-1.293
-0.4575,1.113,-1.087
-0.4202,1.198,-1.261
-0.2274,1.192,-1.126
-3.512,-0.5156,3.639
-1.512,0.4607,0.706
1.123,2.355,-3.896
0.0595,1.173,-1.524
0.5767,1.534,-2.422
-0.411,1.251,-1.2
-1.368,0.8525,-0.1727
-0.1631,0.944,-1.05
0.2351,0.4036,-0.5024
-4.492,-0.5215,4.36
-0.703,0.694,-0.2737
-0.02055,1.4375,-1.735
-0.0496,1.174,-1.477
-4.195,-0.316,3.754
-1.235,1.375,-0.766
-1.816,0.8276,0.5376
-2.85,0.4004,1.768
-1.941,0.7417,0.5684
0.3235,1.174,-1.765
-0.086,1.165,-1.362
-1.884,0.5225,0.9067
0.04205,0.9766,-1.29
0.1605,1.144,-1.598
0.224,1.0205,-1.51
-5.13,-0.9727,5.547
0.2003,1.662,-2.365
-0.155,1.421,-1.725
-0.856,0.954,-0.4236
0.792,1.638,-2.63
0.403,1.417,-2.12
-0.3572,1.21,-1.26
0.0534,0.895,-1.016
-0.5083,1.0205,-0.842
-3.408,0.3206,2.225
0.2668,1.107,-1.571
-0.8345,1.425,-1.178
0.3376,0.899,-1.375
0.4438,1.232,-1.871
0.03235,1.238,-1.56
-1.824,0.664,0.6514
-2.346,0.934,0.8096
0.06824,1.191,-1.453
0.6504,1.693,-2.764
0.09204,1.296,-1.658
0.6,1.693,-2.703
0.4248,1.364,-2.094
-2.094,0.4673,0.839
-0.376,1.094,-0.995
-0.2927,1.605,-1.68
-0.1948,1.85,-2.154
-4.37,-0.0988,3.576
-3.174,0.5776,1.778
-1.024,1.781,-1.407
-1.55,0.806,0.2045
0.942,1.155,-2.098
0.947,2.129,-3.441
-2.568,0.552,1.387
-3.588,-0.09155,3.006
-0.9526,0.884,-0.315
-3.662,-0.5264,3.588
-0.845,0.902,-0.4092
-0.8022,0.686,-0.1886
-3.736,-0.1715,3.275
-0.826,0.7944,-0.286
-0.1357,0.9443,-1.096
-0.432,0.943,-0.883
-2.754,0.626,1.407
-0.4736,0.834,-0.6685
-0.619,0.873,-0.593
0.242,1.04,-1.54
-2.646,0.5337,1.441
-2.432,0.3716,1.555
0.3071,1.375,-2.004
1.111,1.906,-3.371
1.781,1.8545,-3.902
-1.09,1.461,-0.9844
-0.486,0.864,-0.713
1.025,1.176,-2.234
-3.266,0.79,1.507
0.728,1.937,-3.088
-2.87,0.05133,2.117
0.393,1.41,-2.135
0.12115,1.192,-1.64
0.4634,1.164,-1.828
0.356,1.086,-1.627
-0.4922,0.534,-0.0831
0.2144,1.474,-2.037
0.2451,1.502,-2.05
-0.05032,1.467,-1.736
-0.03348,0.937,-1.127
-0.952,0.6343,-0.003937
-0.07806,1.18,-1.41
-0.1466,1.242,-1.3125
-4.656,-0.667,4.684
1.137,1.938,-3.447
-2.416,0.4807,1.59
0.319,1.031,-1.511
0.593,1.679,-2.678
-0.1166,1.535,-1.7705
0.4314,1.371,-2.076
-0.3704,1.31,-1.293
-0.845,0.8965,-0.4172
-0.2788,0.842,-0.8325
-3.336,0.4468,2.178
-0.2053,1.245,-1.299
-0.02638,0.7915,-0.8496
0.8457,1.276,-2.271
0.1063,1.305,-1.708
-1.545,1.148,-0.2284
-1.192,0.813,-0.03598
0.748,1.902,-3.06
-1.998,0.6562,0.849
0.593,1.444,-2.328
-1.561,1.006,-0.1027
0.9126,1.604,-2.693
-2.59,0.3132,1.689
-2.299,0.4902,1.237
-4.16,0.01275,3.203
-1.221,0.92,-0.193
0.274,1.288,-1.831
-0.2102,0.999,-1.028
1.382,2.246,-3.992
0.2035,1.368,-1.874
0.02748,1.233,-1.632
-0.6094,0.7773,-0.386
-0.568,1.208,-1.004
-1.531,0.8647,0.182
0.161,1.194,-1.718
0.5747,1.374,-2.2
-0.494,1.808,-1.877
-0.88,0.8276,-0.305
-1.08,1.364,-0.8564
-2.496,0.8984,0.7993
-1.618,0.628,0.4084
-3.377,0.913,1.598
-0.9385,0.971,-0.351
-1.071,0.6636,0.2559
0.897,2.047,-3.389
0.4626,1.486,-2.146
1.233,1.938,-3.531
-2.523,0.4404,1.535
-0.97,1.152,-0.6885
-0.469,1.221,-1.202
-0.1015,1.252,-1.531
0.4172,1.353,-2.094
-0.1835,1.058,-1.138
-0.503,0.783,-0.587
-3.62,-0.961,4.305
-0.3484,1.368,-1.448
0.4988,1.872,-2.854
-0.2155,1.6045,-1.888
0.1781,1.511,-2.129
0.1433,1.193,-1.609
0.1318,1.077,-1.509
-3.754,-0.2422,3.492
-1.569,0.634,0.4805
-0.418,0.1846,0.3398
-3.922,0.1915,2.938
-0.3616,1.356,-1.322
0.3428,1.199,-1.785
-3.44,0.11316,2.574
0.524,1.495,-2.281
-1.925,0.3813,1.074
-0.4773,1.144,-1.046
-1.782,0.925,0.3264
0.3894,1.856,-2.629
-0.4675,1.394,-1.41
-1.732,1.186,-0.0519
-0.9824,0.8203,-0.2343
-0.3015,1.656,-1.827
0.0376,1.123,-1.401
-3.498,0.10205,2.549
-0.1506,0.999,-1.091
-2.51,0.4814,1.53
-1.03,1.674,-1.394
1.001,1.417,-2.707
-0.4722,0.836,-0.694
-0.935,1.055,-0.5586
-0.5127,1.219,-1.137
0.09674,1.423,-1.866
-2.617,0.5317,1.469
0.2434,1.282,-1.829
-0.376,1.416,-1.554
-1.654,0.4956,0.6855
-1.665,0.619,0.627
-1.39,0.8623,0.0694
-0.4902,1.1875,-1.153
-0.6694,0.9087,-0.6426
-3.732,-0.2603,3.33
-2.31,0.673,0.966
0.03973,0.7812,-1.013
0.874,1.601,-2.705
-2.6,0.3105,1.853
0.03546,1.253,-1.728
-1.13,1.595,-1.0625
-0.418,1.506,-1.532
0.2333,1.154,-1.619
-0.09393,1.61,-1.929
0.503,1.1045,-1.827
0.4758,1.575,-2.383
-1.189,1.6,-1.042
-1.209,0.925,-0.05743
-4.816,-0.9824,5.375
-0.973,0.694,0.001359
-0.5493,0.944,-0.7656
0.537,1.332,-2.045
-0.1522,1.261,-1.428
-1.1045,0.8027,-0.0638
-0.62,0.893,-0.6143
0.505,1.175,-1.866
-0.1078,1.105,-1.392
0.6606,1.112,-1.91
-2.688,0.286,1.805
-2.762,0.4944,1.405
-0.0529,0.818,-1.007
-2.926,0.4949,1.761
-0.671,0.859,-0.571
-0.2068,0.8965,-0.9316
0.01964,0.938,-1.216
-3.086,0.1632,2.025
-3.135,0.608,1.703
0.2106,1.251,-1.731
-0.1996,0.8687,-0.9487
0.01511,0.997,-1.273
-2.277,0.594,0.8086
-1.914,0.7017,0.8276
0.1886,1.239,-1.753
-0.5474,0.83,-0.5977
-1.858,0.7363,0.678
0.686,0.2179,-0.5986
-0.4595,0.8057,-0.612
-1.268,0.91,-0.01071
0.5117,1.496,-2.375
-1.626,0.6826,0.463
0.3647,1.475,-2.176
-0.741,0.97,-0.5474
0.004,1.101,-1.409
-0.6387,1.216,-0.9844
-1.539,0.5845,0.518
-2.123,0.8115,0.6777
-0.068,1.015,-1.188
-0.1534,1.032,-1.155
-0.522,1.006,-0.7915
-0.5244,0.951,-0.795
-0.2473,0.969,-1.056
-3.916,-0.42,3.697
-0.2905,0.913,-0.9062
-5.164,-1.192,6.016
-0.3062,1.08,-1.139
-1.489,0.3494,0.882
0.0914,1.141,-1.458
-0.2622,1.03,-1.024
-0.0857,1.48,-1.79
-3.205,0.01176,2.605
0.2507,1.263,-1.859
0.9937,1.392,-2.57
0.807,2.43,-3.797
-1.187,0.9233,-0.1514
-0.2544,0.867,-0.8823
0.2817,1.227,-1.731
-0.0767,1.226,-1.436
0.4653,0.947,-1.54
-1.892,0.3088,1.259
-0.0695,0.9736,-1.172
0.4243,1.154,-1.698
-0.5435,1.081,-0.8965
0.2307,1.542,-1.986
-3.443,0.1885,2.373
0.4338,1.333,-2.092
1.301,1.789,-3.451
0.5454,1.313,-2.115
-0.9106,0.8315,-0.26
-0.614,1.848,-1.972
0.2062,1.797,-2.346
-0.1877,1.175,-1.332
-4.426,-0.1533,3.69
-1.697,0.614,0.568
-1.408,1.379,-0.6665
-1.587,0.928,0.2018
-2.764,0.3796,1.738
-1.006,0.918,-0.3708
-3.076,0.6274,1.616
-0.319,1.088,-1.077
-1.996,0.9297,0.4744
-1.665,0.6885,0.5405
-3.127,0.177,2.383
-0.6245,0.7056,-0.263
-0.5767,0.8247,-0.5474
0.5664,1.386,-2.11
0.662,1.396,-2.318
0.392,1.452,-2.188
-1.673,0.3706,1.017
-2.7,0.8813,1.101
-1.38,0.6475,0.4004
0.1025,1.209,-1.659
1.101,1.805,-3.193
0.708,1.415,-2.379
-0.7285,0.8545,-0.424
-1.463,0.666,0.328
0.4429,1.263,-1.931
-0.2983,1.691,-1.802
-3.424,0.1606,2.613
-2.395,0.563,1.5
-2.082,0.07355,1.676
0.00556,1.064,-1.378
0.433,1.776,-2.658
-0.7065,0.7295,-0.2168
0.483,1.4795,-2.266
-0.059,1.304,-1.582
-0.681,1.29,-1.066
-0.0675,1.352,-1.601
-2.816,0.8213,1.2
-1.988,0.3984,1.192
-1.659,0.637,0.5796
-3.414,0.3577,2.291
-3.287,0.2418,2.21
0.1559,1.622,-2.219
-0.2213,1.347,-1.472
1.006,1.689,-3.072
-2.785,0.1749,2.057
0.2756,1.558,-2.223
-3.695,0.2183,2.709
-3.328,0.6846,1.761
-3.086,1.067,1.24
-2.85,0.597,1.626
-0.5728,0.8906,-0.6377
1.096,2.58,-4.23
-0.1503,1.062,-1.167
0.629,1.537,-2.482
-4.87,-0.6777,5.023
-0.3496,1.09,-1.129
1.352,2.133,-3.822
-1.946,0.5566,0.9614
-0.3389,1.042,-1.01
0.4795,1.581,-2.406
-2.375,0.594,1.199
-4.023,0.005924,3.254
0.4414,1.416,-2.164
0.08624,0.8467,-1.09
-2.559,0.3638,1.653
-0.7334,0.8335,-0.4355
0.309,1.374,-1.984
-1.356,0.9365,-0.1251
-1.645,0.5435,0.652
-0.1602,1.1,-1.324
0.621,1.433,-2.332
1.528,0.347,-1.394
-1.421,0.9897,-0.0726
0.8667,1.059,-1.881
-1.007,0.669,-0.001056
-0.4167,1.047,-0.9375
0.0884,1.323,-1.709
-3.363,0.229,2.4
-0.3452,1.081,-1.174
-0.316,0.956,-0.9253
0.0548,1.125,-1.499
-1.915,0.705,0.602
-0.1665,1.47,-1.65
-0.1992,1.373,-1.436
-4.992,-0.7896,5.184
-0.294,1.1,-1.107
-3.775,-0.4092,3.627
0.9893,1.806,-3.166
0.763,1.718,-2.725
0.0857,1.516,-1.961
-2.934,0.1414,2.172
-0.3264,0.9897,-0.9834
-0.1891,1.026,-1.162
0.4524,1.384,-2.21
-1.874,0.4724,0.9487
0.0628,1.174,-1.418
0.2556,1.204,-1.725
-0.6626,0.959,-0.6494
-0.2323,1.177,-1.217
-0.194,1.044,-1.181
0.351,1.473,-2.322
0.316,1.415,-2.012
0.557,1.522,-2.348
-2.266,0.41,1.251
-2.531,0.3516,1.6
-0.03104,1.418,-1.776
0.446,1.424,-2.05
-0.6655,0.872,-0.563
-3.523,0.01139,2.805
-0.537,1.105,-0.85
-0.211,1.14,-1.241
-3.104,0.06305,2.447
-4.582,-0.3406,4.176
-0.6567,1.905,-1.849
-1.371,0.883,0.02469
0.1053,1.628,-2.12
-0.1816,1.11,-1.305
0.3083,2.227,-3.184
-1.142,0.6504,0.1128
-0.242,1.004,-1.123
0.945,1.46,-2.463
-1.877,0.6978,0.572
-0.222,0.8604,-0.8374
0.07605,0.9688,-1.289
-0.724,0.9443,-0.627
-3.35,0.2668,2.328
0.1714,1.08,-1.477
0.3132,1.055,-1.627
-0.9165,0.7856,-0.225
-0.395,1.063,-0.989
0.4644,1.12,-1.783
-1.382,0.5645,0.536
0.2313,1.323,-1.821
-1.805,0.6333,0.714
-0.317,1.209,-1.172
-0.8765,1.287,-1.006
-3.963,-0.09717,3.389
-4.4,-0.4836,4.215
-0.1953,1.492,-1.656
-0.4827,1.351,-1.285
0.65,1.538,-2.46
0.11127,1.165,-1.601
-1.061,0.974,-0.2327
1.09,1.294,-2.352
-0.1409,1.248,-1.402
0.4065,1.232,-1.919
0.387,1.622,-2.305
-1.831,0.6943,0.5327
0.2812,1.336,-1.982
0.006126,1.694,-2.234
0.7026,1.427,-2.389
1.059,1.486,-2.889
-4.637,-0.725,4.836
-2.47,-0.1163,2.172
-0.715,1.13,-0.732
-0.2869,1.519,-1.709
-2.926,0.4216,1.688
-4.25,-0.3716,3.775
-1.015,0.6294,0.3208
0.1926,1.525,-2.104
0.261,1.267,-1.808
0.2334,1.402,-1.917
-0.09827,1.211,-1.462
-0.676,0.9883,-0.6313
-1.343,0.836,0.03696
-1.873,0.514,0.9155
-1.42,0.8574,0.03108
-2.715,0.526,1.579
-2.328,0.712,0.9194
-1.676,1.101,0.05048
-1.025,0.9688,-0.3518
-0.1875,1.153,-1.267
-0.1081,1.125,-1.287
-1.419,0.3499,0.912
-1.491,1.641,-0.842
-0.409,1.548,-1.462
0.8804,1.549,-2.736
-4.062,-0.3325,3.928
0.1014,1.692,-2.152
0.7246,1.774,-2.883
0.1238,1.249,-1.676
-3.93,-0.1305,3.168
0.04108,1.038,-1.38
-1.288,0.8623,-0.101
0.616,0.923,-1.673
0.4314,1.441,-2.232
-4.07,-0.3145,3.836
-2.38,0.705,1.0205
-0.315,1.027,-0.914
-1.001,0.8706,-0.1553
-1.494,0.737,0.2213
-3.945,-0.0936,3.297
-1.013,0.9575,-0.2893
-0.285,1.04,-1.036
-0.4856,1.205,-1.038
-1.569,0.6626,0.4058
0.2705,1.485,-2.074
-0.683,1.15,-0.8286
-3.504,0.004692,2.857
-3.613,-0.04248,2.678
-0.833,0.877,-0.453
-2.041,0.9185,0.502
-0.526,0.985,-0.727
-0.982,1.2,-0.6577
-0.2986,1.215,-1.187
-1.551,0.693,0.4194
-0.4792,1.464,-1.292
0.8877,0.983,-1.916
0.1874,1.227,-1.742
-2.225,0.5913,1.109
-1.004,0.891,-0.301
-3.74,-0.02121,3.16
0.2274,1.6,-2.168
-1.715,0.6816,0.565
-1.898,0.881,0.576
-0.273,1.444,-1.401
-0.9067,0.979,-0.513
-3.71,0.609,2.266
-3.674,0.4077,2.215
-0.9297,0.6157,-0.02174
-0.259,1.191,-1.297
-0.65,1.112,-0.861
0.6113,2.064,-3.055
-1.281,0.4858,0.582
0.036,1.354,-1.744
-0.546,1.09,-0.753
1.102,0.6914,-1.612
0.378,1.076,-1.717
0.2656,0.769,-1.036
-2.283,0.6226,1.188
1.725,1.507,-3.205
-2.402,0.734,1.099
-0.0685,1.134,-1.408
-0.2764,1.001,-1.083
-1.569,1.027,-0.041
-3.479,0.308,2.506
-2.63,0.779,1.168
-2.25,0.4465,1.254
-4.598,-0.341,4.176
0.1864,1.372,-1.898
-0.5537,1.002,-0.816
0.296,1.143,-1.659
-0.572,0.718,-0.3977
-0.09155,1.65,-2.07
0.4448,1.524,-2.268
0.3594,1.385,-2.066
-1.369,0.7373,0.2261
-0.1904,1.285,-1.444
-0.2542,1.091,-1.185
0.2449,1.391,-1.96
-0.811,1.084,-0.715
-0.014244,1.081,-1.298
0.04034,1.347,-1.702
-3.354,0.2651,2.21
-1.23,0.8286,-0.02365
-0.133,1.106,-1.233
-0.2874,1.106,-1.173
0.2004,1.011,-1.42
0.504,1.358,-2.133
-0.762,1.241,-0.9854
-2.557,0.26,1.757
0.5664,1.333,-2.184
-0.0159,1.225,-1.602
0.0803,0.989,-1.339
-1.337,0.668,0.2908
-0.1793,1.375,-1.645
-4.727,-0.2368,4.016
-1.165,0.7354,0.08575
-0.1112,1.029,-1.203
0.4417,1.298,-1.966
-0.8105,1.112,-0.658
-0.02547,1.929,-2.28
-0.8726,0.9736,-0.4895
-0.05722,0.82,-0.8804
-0.3792,1.357,-1.443
0.3516,1.26,-1.895
-1.564,1.206,-0.3496
-1.245,0.741,0.09357
-0.8896,0.6772,-0.1262
-2.396,0.1974,1.712
0.2115,1.226,-1.704
-0.83,0.7275,-0.274
-1.181,0.5405,0.3748
-0.268,1.83,-2.09
-2.047,0.1719,1.599
0.02153,0.9883,-1.288
-2.506,-0.526,2.871
-1.63,0.523,0.6226
-0.656,1.024,-0.737
-2.328,0.1836,1.848
-0.8076,0.7017,-0.12164
-0.509,0.9673,-0.7993
-0.004986,1.018,-1.297
-2.229,0.6963,0.938
-1.635,0.9336,0.2112
1.329,2.045,-3.629
-0.4707,1.377,-1.436
-1.733,0.3542,1.053
-1.312,1.145,-0.2705
0.0681,0.1631,0.1636
-0.6953,0.958,-0.6816
-3.871,0.2306,2.748
-0.8315,0.8066,-0.2262
-0.797,1.327,-1.085
0.3733,1.4,-2.004
0.0422,1.414,-1.761
-2.598,0.7065,1.16
0.0646,1.275,-1.552
-1.212,1.324,-0.6016
-1.491,0.978,-0.081
-0.1641,1.1875,-1.352
-3.08,0.002953,2.715
-3.102,0.1483,2.309
0.2382,2.201,-3.062
-1.63,0.4697,0.8506
-0.3518,1.392,-1.515
-0.2439,1.268,-1.41
0.9565,1.69,-2.96
-2.465,0.188,1.707
0.807,1.349,-2.377
0.338,1.738,-2.441
-0.3364,0.9062,-0.915
-0.3828,1.356,-1.43
0.4905,1.269,-2.016
-4.64,-0.2141,3.914
-0.4678,1.028,-0.9336
-0.45,1.123,-1.015
-0.1993,1.116,-1.247
-2.205,0.3994,1.275
0.4182,0.3765,-0.539
0.487,1.323,-1.941
-3.637,-0.543,3.787
-0.478,0.851,-0.7188
0.3596,1.192,-1.823
-0.176,0.9526,-1.062
0.2202,1.171,-1.626
-4.21,-0.05405,3.299
-0.603,0.768,-0.418
-0.83,0.2979,0.527
-1.399,0.6685,0.341
-0.8496,1.014,-0.538
-1.065,0.839,-0.095
-0.3125,0.772,-0.6226
-0.03915,1.553,-1.788
-0.823,0.818,-0.3342
-0.689,0.9307,-0.5815
0.4648,1.341,-2.213
-3.291,0.3726,2.201
-1.113,0.9766,-0.3596
-0.1788,1.261,-1.397
0.6895,1.139,-1.951
0.8896,1.657,-2.773
-0.7,0.926,-0.626
-4.484,-0.962,4.992
-0.2756,1.139,-1.216
0.0772,1.242,-1.628
-3.623,-0.386,3.564
-0.311,1.069,-1.099
0.1711,1.383,-1.861
-1.528,0.648,0.4734
-0.3896,1.203,-1.166
0.3496,1.094,-1.686
0.1171,1.225,-1.628
-1.923,0.627,0.8657
0.8335,0.5815,-1.329
-0.5493,0.745,-0.3735
-0.005577,1.306,-1.696
-0.09955,1.497,-1.785
-3.627,0.168,2.766
-1.173,0.755,-0.00466
-0.3105,0.818,-0.811
-3.44,-0.673,3.912
-1.535,1.032,-0.04865
-0.9116,0.9175,-0.4246
-0.10736,0.521,-0.4617
-2.736,0.318,1.903
0.3909,1.64,-2.404
0.1377,1.286,-1.723
-0.788,1.023,-0.597
-2.445,0.561,1.316
-0.2423,0.8613,-0.8213
